adidas;Jordan 1 Retro High OG;Jordan 1 Retro High OG Mauve;2023-10-14;82 CHF;https://stockx.com/air-jordan-1-retro-high-og-sky-j-mauve
Timberland;adidas Gazelle Bold;adidas Gazelle Bold Pink Glow (Women's);2022-12-14;117 CHF;https://stockx.com/adidas-gazelle-bold-pink-glow-w
Nike;Timberland 6\;Timberland 6\;2019-01-05;132 CHF;https://stockx.com/timberland-6-inch-premium-waterproof-wheat
Jordan;Nike Dunk Low;Nike Dunk Low Light Orewood Brown Sashiko;2023-03-09;89 CHF;https://stockx.com/nike-dunk-low-light-orewood-brown-sashiko
Jordan;Jordan 6 Retro;Jordan 6 Retro Cool Grey;2023-02-25;110 CHF;https://stockx.com/air-jordan-6-retro-cool-grey
Crocs;Jordan 1 Retro High OG;Jordan 1 Retro High OG Patent Bred;2021-12-30;194 CHF;https://stockx.com/air-jordan-1-retro-high-og-patent-bred
Nike;Crocs Classic Cozzzy Sandal;Crocs Classic Cozzzy Sandal McDonald's Grimace;2023-11-14;62 CHF;https://stockx.com/crocs-classic-cozzzy-sandal-mcdonalds-grimace
ASICS;adidas Gazelle Indoor;adidas Gazelle Indoor Bliss Pink Purple (Women's);2023-05-25;104 CHF;https://stockx.com/adidas-gazelle-indoor-bliss-pink-purple-womens
New Balance;ASICS Gel-1130;ASICS Gel-1130 White Clay Canyon;2023-07-21;96 CHF;https://stockx.com/asics-gel-1130-white-clay-canyon
Jordan;New Balance 9060;New Balance 9060 Sea Salt White;2023-01-14;115 CHF;https://stockx.com/new-balance-9060-sea-salt-white
Jordan;Jordan 1 Mid;Jordan 1 Mid Wolf Grey Aluminum (Women's);2021-07-15;105 CHF;https://stockx.com/air-jordan-1-mid-grey-blue-w
Nike;Jordan 1 Retro Low OG;Jordan 1 Retro Low OG Atmosphere Grey;2023-08-25;82 CHF;https://stockx.com/air-jordan-1-retro-low-og-atmosphere-grey
adidas;Nike Dunk Low Retro;Nike Dunk Low Retro Red Swoosh Panda;2022-10-01;76 CHF;https://stockx.com/nike-dunk-low-retro-red-swoosh-panda
Jordan;adidas Yeezy Boost 350 V2;adidas Yeezy Boost 350 V2 Carbon Beluga;2023-05-31;193 CHF;https://stockx.com/adidas-yeezy-350-v2-carbon-beluga
adidas;Jordan 1 Retro High OG SP;Jordan 1 Retro High OG SP Union LA Bephies Beauty Supply Summer of ‘96;2023-08-26;137 CHF;https://stockx.com/air-jordan-1-retro-high-og-sp-union-bephies-beauty-supply-woven-sail
adidas;adidas Yeezy Boost 350 V2;adidas Yeezy Boost 350 V2 Black Red (2017/2020);2017-02-11;190 CHF;https://stockx.com/adidas-yeezy-boost-350-v2-core-black-red-2017
New Balance;adidas Gazelle Indoor;adidas Gazelle Indoor Sean Wotherspoon Hemp Green;2023-11-16;142 CHF;https://stockx.com/adidas-gazelle-indoor-sean-wotherspoon-hemp-green
adidas;New Balance 9060;New Balance 9060 Mushroom;2023-09-22;112 CHF;https://stockx.com/new-balance-9060-mushroom
adidas;adidas Samba OG;adidas Samba OG Collegiate Green Gum Grey Toe;2023-05-08;101 CHF;https://stockx.com/adidas-samba-og-collegiate-green-gum-grey-toe
Jordan;adidas adiFOM Superstar;adidas adiFOM Superstar The Simpsons Clouds;2023-11-11;94 CHF;https://stockx.com/adidas-adifom-superstar-the-simpsons-clouds
adidas;Jordan 1 Mid;Jordan 1 Mid Alternate Bred (2022);2022-12-14;74 CHF;https://stockx.com/air-jordan-1-mid-alternate-bred-2022
adidas;adidas Samba OG;adidas Samba OG Aluminum Gum (Women's);2023-07-25;85 CHF;https://stockx.com/adidas-samba-og-aluminum-gum-womens
