Nike;Dunk Low Remastered White Gum;210 CHF
Adidas;Campus Bad Bunny Brown;140 CHF
Adidas;Yeezy Slide Onyx;265 CHF
Air Jordan;Air Jordan 1 High OG Denim;180 CHF
Adidas;Samba OG Night Navy Cream White Gum;170 CHF
Nike;Dunk Low Medium Olive;180 CHF
Nike;Air Force 1 Low White Supreme;150 CHF
Nike;Dunk Low Next Nature White Mint;240 CHF
New Balance;2002R Protection Pack Navy;265 CHF
Nike;Air Max Plus Patta FC Barcelona;245 CHF
New Balance;9060 Black Castlerock;240 CHF
Nike;Air Max Plus Marseille ;150 CHF
Air Jordan;Air Jordan 1 Mid True Blue;170 CHF
Nike;Dunk Low Peach Cream;200 CHF
Air Jordan;Air Jordan 4 Retro SE Craft Medium Olive;135 CHF
Air Jordan;Air Jordan 1 Low Fierce Pink;0 CHF
Nike;Dunk Low Diffused Taupe;140 CHF
Air Jordan;Air Jordan 1 Low Cacao Wow;180 CHF
Adidas;Gazelle Bold Pink Glow;210 CHF
Nike;Dunk Low Medium Curry;155 CHF
Adidas;Samba OG Silver Green;330 CHF
Adidas;Yeezy 700 V2 Static;145 CHF
Air Jordan;Air Jordan 1 Mid Barely Grape;
Nike;NOCTA Glide Black White;175 CHF
Adidas;Gazelle Indoor Collegiate Green Lucid Pink;205 CHF
Air Jordan;Air Jordan 4 SE Craft Photon Dust;170 CHF
Air Jordan;Air Jordan 1 Mid Fierce Pink;230 CHF
Air Jordan;Air Jordan 4 Canyon Purple;220 CHF
Air Jordan;Air Jordan 3 Retro White Cement Reimagined;195 CHF
Nike;Dunk Low Summit White Midnight Navy;175 CHF
Air Jordan;Air Jordan 1 Mid Panda;0 CHF
Air Jordan;Air Jordan 1 Mid Taxi;200 CHF
Nike;Dunk Low SE Fleece Green;175 CHF
Nike;Dunk Low Next Nature Blue Tint;345 CHF
Air Jordan;Air Jordan 1 High Chicago Lost And Found (Reimagined);210 CHF
New Balance;1906D Protection Pack White Leather;155 CHF
Nike;Dunk High Aluminium;250 CHF
Air Jordan;Air Jordan 3 Retro Wizards;155 CHF
Adidas;Samba Deco SPZL Brown;1 210 CHF
Air Jordan;Air Jordan 1 Low Travis Scott Reverse Mocha;125 CHF
Adidas;Gazelle Indoor Bold Orange;185 CHF
Adidas;Campus 00s Pink;190 CHF
Adidas;Campus 00s Wonder White Cloud White Off White;135 CHF
Nike;Dunk Low Next Nature Black White;300 CHF
Adidas;Yeezy Boost 350 V2 Onyx;185 CHF
Air Jordan;Air Jordan 1 Mid Light Smoke Grey Anthracite;340 CHF
New Balance;9060 Arctic Grey;190 CHF
Nike;Dunk Low Vintage Navy;160 CHF
Air Jordan;Air Jordan 1 Low Panda (2023);160 CHF
Air Jordan;Air Jordan 1 Mid White Metallic Gold Obsidian;130 CHF
Adidas;Yeezy Slide Bone (Restock Pair);160 CHF
Air Jordan;Air Jordan 1 Mid Ice Blue;165 CHF
Nike;Dunk Low Mini Swoosh Midnight Navy;185 CHF
Nike;Dunk Low Next Nature White Light Orewood Brown;155 CHF
Adidas;Campus 00s Red;205 CHF
New Balance;9060 Rain Cloud;125 CHF
Nike;Dunk High Panda (2021);195 CHF
New Balance;1906D Protection Pack Black;270 CHF
Nike;Air Humara LX Jacquemus Pink;240 CHF
Air Jordan;Air Jordan 1 Retro High OG Palomino;145 CHF
New Balance;550 White Grey;270 CHF
New Balance;2002R Protection Pack Lunar New Year Dusty Lilac;145 CHF
Nike;Dunk Low Retro White Pure Platinum;
Air Jordan;Air Jordan 4 Black Canvas;270 CHF
Adidas;Samba Nylon Wales Bonner Cream White;295 CHF
Adidas;Yeezy Boost 350 V2 Slate;230 CHF
Nike;Air Max 95 Light Bone;160 CHF
Adidas;Campus 80s South Park Towelie;220 CHF
Adidas;Gazelle Indoor Sean Wotherspoon Hemp Green;260 CHF
New Balance;9060 Nori;135 CHF
Air Jordan;Air Jordan 1 Mid Alternate Bred Toe;180 CHF
Nike;Dunk Low Disrupt 2 Panda;285 CHF
Adidas;Yeezy Boost 350 V2 Core Black Red;210 CHF
Air Jordan;Air Jordan 1 Retro High OG Washed Pink;160 CHF
Nike;Blazer Low Sacai White Patent;210 CHF
Air Jordan;Air Jordan 1 Mid Grey Green;105 CHF
Nike;Dunk Low Next Nature Homer Simpson;180 CHF
Adidas;Gazelle Bold Core Black White;405 CHF
Air Jordan;Air Jordan 4 Retro Red Thunder;95 CHF
Air Jordan;Air Jordan 1 Low Elevate White Grey;350 CHF
Adidas;Yeezy Boost 350 V2 Zebra;285 CHF
Adidas;Yeezy Boost 350 V2 Granite;215 CHF
Nike;Dunk Low Valerian Blue;215 CHF
New Balance;9060 Nightwatch;300 CHF
Air Jordan;Air Jordan 1 Retro Low OG SP Travis Scott Olive Enfant (PS);170 CHF
Nike;Dunk Low Safari Mix;190 CHF
Air Jordan;Air Jordan 1 Elevate High Desert;220 CHF
Air Jordan;Air Jordan 2 Retro SP Maison Château Rouge United Youth National;185 CHF
Air Jordan;Air Jordan 1 Low Wolf Grey;210 CHF
Air Jordan;Air Jordan 1 Mid Earthy Brown;150 CHF
Adidas;Campus 00s Amber Tint;125 CHF
ASICS;Gel-1130 White Birch;0 CHF
Nike;Air Max Penny 1 PRM Photon Dust;140 CHF
Nike;Dunk Low Two Tone Grey;175 CHF
Nike;Air Force 1 Low Black Supreme;165 CHF
Nike;Dunk Low Jumbo Reverse Panda;165 CHF
Nike;Dunk Low Triple White (2021);180 CHF
Adidas;Handball Spezial Shadow Brown Gum;225 CHF
ASICS;Gel-NYC White Oyster Grey;140 CHF
New Balance;530 White Grey Navy;425 CHF
Air Jordan;Air Jordan 4 Retro SB Pine Green;175 CHF
Adidas;Campus 00s Ambient Sky;230 CHF
New Balance;9060 Black White;
Air Jordan;Air Jordan 1 High OG Spider-Man Across the Spider-Verse;195 CHF
Nike;Dunk Low Remastered Medium Olive;135 CHF
Nike;Dunk Low Court Purple (2022);240 CHF
Nike;Hot Step Terra NOCTA Black;180 CHF
New Balance;550 White Green;140 CHF
Nike;Dunk Low Celtics;130 CHF
Adidas;Samba OG Core Black;230 CHF
ASICS;Gel-Kayano 14 Cream Pink Salt;320 CHF
Nike;Air Max 1 Dia De Los Muertos;115 CHF
New Balance;550 White Black Rain Cloud;185 CHF
Nike;Air Max 95 Anatomy of Air;180 CHF
Adidas;Samba OG Collegiate Green Gum Grey Toe;160 CHF
Nike;Dunk Low Hologram;160 CHF
Air Jordan;Air Jordan 1 Mid SE Ice Blue Black;285 CHF
Adidas;Yeezy Boost 350 V2 MX Dark Sea Salt;200 CHF
Adidas;Handball Spezial White Grey Five;150 CHF
Nike;Dunk Low Mica Green;150 CHF
Nike;Dunk Low Just Do It White Phantom;145 CHF
Air Jordan;Air Jordan 1 Mid Valentine’s Day;150 CHF
Adidas;Samba OG White Green;240 CHF
Air Jordan;Air Jordan 1 Retro High OG UNC Toe (2023);125 CHF
Adidas;Yeezy Slide Granite;200 CHF
Air Jordan;Air Jordan 1 Low SE Concord;450 CHF
Air Jordan;Air Jordan 3 Retro SP J Balvin Medellín Sunset;150 CHF
Nike;Dunk Low SE Sail Team Red;160 CHF
Adidas;Samba Vegan White Gum;0 CHF
Adidas;Gazelle Indoor Bright Yellow Burgundy;185 CHF
Air Jordan;Air Jordan 1 Mid Grey Sail;170 CHF
Nike;Dunk Low Parris Goebel;185 CHF
Nike;Dunk Low Next Nature Beige Sail;195 CHF
Nike;Air Max Plus Yellow Pink Gradient;160 CHF
Adidas;Handball Spezial Navy Gum;410 CHF
New Balance;2002R Protection Pack Pink;170 CHF
Air Jordan;Air Jordan 1 Mid Lakers (2022);205 CHF
New Balance;1906D Protection Pack Castlerock;140 CHF
Adidas;Yeezy Foam RNNR MX Brown Blue;240 CHF
New Balance;9060 Violet Noir;160 CHF
Air Jordan;Air Jordan 1 Mid French Blue Fire Red;125 CHF
Air Jordan;Air Jordan 1 Mid Aquatone;135 CHF
Nike;Dunk Low Indigo Haze;
Nike;Dunk Low Light Iron Ore Black;355 CHF
New Balance;2002R Protection Pack Light Arctic Grey Purple;145 CHF
Nike;Dunk Low Clear Jade;115 CHF
Nike;Dunk Low Black White Enfant (PS);150 CHF
Adidas;Samba OG Core White Halo Blue;165 CHF
Nike;Air Force 1 Low '07 Feel Free Let's Talk;190 CHF
Adidas;Gazelle Indoor Pulse Mint;155 CHF
Nike;Dunk Low Vintage Panda;125 CHF
Adidas;Campus 00s Grey Six Core Black;165 CHF
Nike;Dunk Low SE 85 Neptune Green;150 CHF
Air Jordan;Air Jordan 1 Low Ice Blue Black;215 CHF
Nike;Air Max Plus Triple Black;130 CHF
Adidas;Handball Spezial Black Gum;260 CHF
Air Jordan;Air Jordan 4 Infrared (2022);260 CHF
Nike;Shox TL White Metallic Silver Max Orange;170 CHF
Nike;Dunk Low Retro PRM Valentine's Day (2023);165 CHF
Nike;Blazer Low Sacai Black Patent;190 CHF
Adidas;Campus 00s Pulse Magenta;225 CHF
Air Jordan;Air Jordan 1 High OG Atmosphere (Bubble Gum);130 CHF
Adidas;Gazelle Indoor Blue Fusion;285 CHF
Nike;Air Humara LX Jacquemus Beige;290 CHF
Adidas;Yeezy Boost 350 V2 Static (Non-Reflective);155 CHF
New Balance;530 Beige Angora;130 CHF
Nike;Dunk Low Team Gold;0 CHF
Nike;Air Max Plus A-COLD-WALL Black;170 CHF
Adidas;Campus 00s Green Cloud White;0 CHF
Adidas;Handball Spezial Night Cargo;215 CHF
Air Jordan;Air Jordan 1 Retro High OG Washed Heritage;200 CHF
Nike;NOCTA Hot Step Air Terra Black University Gold;190 CHF
Nike;Dunk Low SE Just Do It Black;300 CHF
Air Jordan;Air Jordan 1 Zoom Air CMFT 2 Familia;230 CHF
Air Jordan;Air Jordan 1 Low Aluminium;130 CHF
Air Jordan;Air Jordan 1 Mid Triple White (2020);190 CHF
Air Jordan;Air Jordan 1 Low SE Craft Tech Grey;155 CHF
Adidas;Yeezy Foam RNNR Stone Salt;460 CHF
Adidas;Yeezy 700 V3 Dark Glow;215 CHF
New Balance;2002R Protection Pack Ripstop Eclipse;200 CHF
New Balance;2002R Protection Pack Sandstone Turtledove;245 CHF
Air Jordan;Air Jordan 3 Palomino;195 CHF
New Balance;9060 Mushroom;
Nike;Dunk Low Denim Light Orewood Brown;155 CHF
Nike;SB Dunk Low Pro ISO Black Gum;160 CHF
Air Jordan;Air Jordan 1 Low Shadow Brown;190 CHF
Air Jordan;Air Jordan 1 Low SE WRMK Sashiko Denim;220 CHF
Adidas;Gazelle Indoor Blue Dawn;170 CHF
Nike;Dunk Low Jackpot;165 CHF
Nike;Dunk Low Athletic Department Deep Jungle;185 CHF
Air Jordan;Air Jordan 1 Mid Tan Black;135 CHF
Air Jordan;Air Jordan 1 Low Desert Berry;245 CHF
New Balance;9060 Sea Salt White;170 CHF
Nike;Dunk Low Argon;145 CHF
Adidas;Campus 00s Pantone Cloud White;215 CHF
Air Jordan;Air Jordan 1 Retro High OG Royal Reimagined;155 CHF
Nike;Dunk Low Kentucky Alternate;170 CHF
Air Jordan;Air Jordan 1 Mid Metallic Gold;125 CHF
Adidas;Campus 00s Energy Ink Black;175 CHF
Nike;Dunk Low Premium Oil Green;160 CHF
Nike;Dunk Low LX Black Team Gold;180 CHF
Nike;Dunk Low Team Red;150 CHF
Nike;P-6000 Sail Gold;500 CHF
Nike;Vaporwaffle Sacai Sail Gum;175 CHF
Nike;Air Force 1 Shadow Pistachio Frost;140 CHF
Air Jordan;Air Jordan 1 Low True Blue;260 CHF
New Balance;9060 Moonbeam Sea Salt;105 CHF
Nike;M2K Tekno Summit White;210 CHF
Air Jordan;Air Jordan 11 Retro Cool Grey (2021);180 CHF
Adidas;Samba OG Sporty \u0026 Rich White Core Burgundy;1 000 CHF
Air Jordan;Air Jordan 1 Retro Low Golf Travis Scott Neutral Olive;170 CHF
Adidas;Campus 00s Bark;155 CHF
Nike;Dunk Low PRM Team Red;285 CHF
New Balance;9060 Blue Haze;380 CHF
Adidas;Yeezy 700 V2 Tephra;185 CHF
Adidas;Campus 00s Pink Strata;200 CHF
Air Jordan;Air Jordan 1 Mid Diamond Shorts;170 CHF
Nike;Dunk Low Pink Red White;170 CHF
Nike;Air Max 1 PRM Dirty Denim;190 CHF
Nike;Dunk Low Premium Light Orewood Brown;230 CHF
New Balance;2002R Black Dark Grey White JD Sports Exclusive;95 CHF
Air Jordan;Air Jordan 1 Low Bred Toe (2021);150 CHF
Nike;Dunk Low Oxygen Purple;
New Balance;530 White Silver Metallic;450 CHF
Nike;Vaporwaffle Sacai Black Gum;195 CHF
Nike;Air Humara LX Jacquemus Brown;150 CHF
Nike;Dunk Low Citron Pulse;245 CHF
Air Jordan;Air Jordan 1 Low Light Smoke Grey;145 CHF
Air Jordan;Air Jordan 1 Low SE Light Steel Grey;175 CHF
Air Jordan;Air Jordan 1 Mid Sky J French Blue;150 CHF
Nike;Dunk Low World Champ;140 CHF
Nike;Dunk Low Halloween (2022);205 CHF
Air Jordan;Air Jordan 1 Low Black White Diamond;520 CHF
Nike;Air Max 95 SP Corteiz Pink Beam;120 CHF
Air Jordan;Air Jordan 1 Mid Banned (2020);150 CHF
Nike;Air Force 1 Low Billie Eilish White;130 CHF
Adidas;Yeezy Slide Azure;210 CHF
Nike;Air Max Plus White Mica Green;180 CHF
Nike;Dunk Low Remastered Mint Foam;500 CHF
Nike;Air Max 1 Travis Scott Cactus Jack Baroque Brown;220 CHF
Air Jordan;Air Jordan 1 Retro High OG Lucky Green;200 CHF
Nike;Dunk Low Scrap Latte;240 CHF
UGG;Tazzlita Chestnut;175 CHF
Nike;Dunk Low Plum Eclipse;175 CHF
Adidas;Gazelle Indoor Orange Peel;185 CHF
Nike;Dunk Low Archeo Pink;210 CHF
New Balance;9060 Grey Matter Timberwolf;175 CHF
Nike;Dunk Low Metallic Silver;170 CHF
Adidas;Campus 80s Shadow Violet;280 CHF
Nike;Air Max 1 Patta White Grey;390 CHF
New Balance;2002R Protection Pack Phantom;250 CHF
New Balance;9060 Sea Salt Cherry Blossom;210 CHF
Nike;Air Max 1 PRM Duck Pecan;150 CHF
New Balance;530 Silver Cream;130 CHF
Air Jordan;Air Jordan 1 Mid Onyx Curry;200 CHF
Air Jordan;Air Jordan 1 Low Washed Denim;185 CHF
Nike;Dunk Low Smoke Grey Gum 3M Swoosh;165 CHF
Nike;Dunk Low Terry Swoosh;170 CHF
Air Jordan;Air Jordan 1 Retro Low OG EX Sail;180 CHF
Nike;Air Max Plus Dusk;275 CHF
Nike;Hot Step Terra NOCTA White;190 CHF
Nike;Dunk Low SE Sanddrift;180 CHF
Nike;SB Dunk Low Pro ISO White Gum;
Nike;Dunk Low Reverse Panda Volt;145 CHF
Adidas;Campus 00s Aluminum Core Black;235 CHF
New Balance;9060 Cream Black;190 CHF
Nike;Air Force 1 Low NOCTA Drake Certified Lover Boy;255 CHF
Nike;LD Waffle Sacai Clot Net Orange Blaze;140 CHF
Adidas;Handball Spezial Wonder Glow Blue;155 CHF
Nike;Dunk Low Retro Gorge Green;155 CHF
Nike;Dunk Low Wear and Tear;185 CHF
New Balance;1906D Protection Pack Reflection;170 CHF
New Balance;2002R Protection Pack Dark Moss;180 CHF
Adidas;Gazelle Indoor Scarlet Cloud White;275 CHF
Nike;Air Max Plus Baltic Blue;130 CHF
Nike;Dunk Low Yellow Heart;200 CHF
Nike;Air Max 1 ‘87 Denim Aura;285 CHF
Adidas;Campus Bad Bunny Cloud White;285 CHF
Air Jordan;Air Jordan 1 High OG Patent Bred;200 CHF
New Balance;9060 Truffle Rich Earth;145 CHF
Nike;NikeCraft General Purpose Shoe Tom Sachs Dark Sulfur;150 CHF
Nike;Dunk Low Celestial Gold Suede;210 CHF
Nike;Zoom Vomero 5 Plum Eclipse;175 CHF
Nike;Dunk Low Chicago Split;200 CHF
Nike;Dunk Low SE Lottery Green Pale Ivory;150 CHF
Air Jordan;Air Jordan 1 Low Bordeaux;150 CHF
Nike;Air Force 1 Shadow Triple White;130 CHF
Nike;Air Max 1 ‘87 QS Obsidian;275 CHF
Nike;Air Max Plus University Gold White;400 CHF
Air Jordan;Air Jordan 4 Retro Tour Yellow (Lightning);140 CHF
Air Jordan;Air Jordan 1 Low Infrared 23;180 CHF
Air Jordan;Air Jordan 1 Low OG Bleached Coral;230 CHF
New Balance;9060 Team Forest Green;185 CHF
Adidas;Gazelle Indoor Shock Purple;310 CHF
Adidas;Yeezy 500 Bone White;250 CHF
Nike;Air Max 1 '86 OG Big Bubble Korea World Make;220 CHF
Air Jordan;Air Jordan 1 Retro High OG Yellow Toe;235 CHF
ASICS;Gel-Kayano 14 Cream Black Metallic Plum;170 CHF
Nike;Air Force 1 Low Fresh Black;150 CHF
Air Jordan;Air Jordan 1 Mid Rookie Season;370 CHF
Nike;Air Max 1 Patta Noise Aqua (Special Box + Bracelet);165 CHF
Air Jordan;Air Jordan 1 Low Galactic Jade;140 CHF
Nike;Dunk Low Starry Laces;
Air Jordan;Air Jordan 1 Mid Shadow Red ;155 CHF
Air Jordan;Air Jordan 1 Retro High OG Washed Pink (PS) Enfant;190 CHF
Adidas;Stan Smith Homer Simpson;145 CHF
Air Jordan;Air Jordan 1 Mid SE Light Steel Grey;170 CHF
Air Jordan;Air Jordan 1 Mid Cement Grey;120 CHF
Nike;Dunk Low Black White Red;215 CHF
Air Jordan;Air Jordan 1 Low Shadow Toe;180 CHF
Nike;Off-White Air Force 1 Mid SP Pine Green;530 CHF
Adidas;Yeezy 700 Wave Runner Solid Grey;160 CHF
Nike;Dunk Low Red Panda;200 CHF
Nike;Air Force 1 Low Malachite;195 CHF
Air Jordan;Air Jordan 1 Low SE Light Olive;230 CHF
Nike;LD Waffle Sacai Undercover Black Bright Citron;550 CHF
Air Jordan;Air Jordan 1 High Dark Mocha;225 CHF
Adidas;Gazelle Indoor Sean Wotherspoon;145 CHF
Air Jordan;Air Jordan 1 Low SE Floral Vines;120 CHF
Air Jordan;Air Jordan 1 Low SE Black Ice Lilac;245 CHF
New Balance;9060 Rich Oak Burgundy;175 CHF
Nike;Dunk Low Bone Beige;150 CHF
Air Jordan;Air Jordan 1 Low SE Reverse Ice Blue;160 CHF
Adidas;Gazelle Indoor Collegiate Green;260 CHF
Nike;Air Max Plus Reverse Grape;200 CHF
Air Jordan;Air Jordan 11 Retro Cherry (2022);470 CHF
Air Jordan;Air Jordan 1 Retro High OG Hyper Royal;380 CHF
Air Jordan;Air Jordan 4 Sail Canvas;160 CHF
Nike;Dunk High Cargo Khaki;300 CHF
Adidas;Yeezy 500 Utility Black;215 CHF
Nike;SB Dunk Low Run The Jewels;145 CHF
Air Jordan;Air Jordan 1 Mid University Blue Black;165 CHF
Air Jordan;Air Jordan 1 Mid SE Ice Blue;140 CHF
Nike;Dunk Low Dark Driftwood;100 CHF
Air Jordan;Air Jordan 1 Mid SE Purple Velvet;240 CHF
Nike;Air Force 1 Low QS Terror Squad Black White;160 CHF
Nike;V2K Run Metallic Silver;140 CHF
Adidas;Samba OG White Red;180 CHF
Nike;Air Force 1 Low ‘07 Chili Pepper;250 CHF
Air Jordan;Air Jordan 3 Dark Mocha (Neapolitan);185 CHF
Nike;Dunk Low Unlock Your Space;160 CHF
Nike;Air Max 1 White Mica Green;225 CHF
New Balance;9060 White Black;
Air Jordan;Air Jordan 1 Mid Mystic Navy Mint Foam;215 CHF
Nike;Dunk Low Light Violet (Venice);250 CHF
Nike;Dunk Low Valentines Day (2022);370 CHF
Nike;Dunk Low Spartan Green;130 CHF
Adidas;Samba Vegan Black Gum;215 CHF
New Balance;2002R Grey Black JD Sports Exclusive;125 CHF
Nike;Blazer Low Sacai Kaws Purple Dusk;285 CHF
Nike;Shox MR4 Martine Rose Safety Orange;210 CHF
Adidas;Gazelle Bold Green Lucid Pink;255 CHF
Nike;Air Max Plus Utility White Safety Orange;175 CHF
Air Jordan;Air Jordan 1 Mid Knicks;185 CHF
Nike;Air Force 1 Low 40th Anniversary;175 CHF
Nike;Dunk Low Midnight Navy University Blue;180 CHF
Nike;Dunk Low Satin Green;400 CHF
Nike;SB Dunk Low Supreme Rammellzee;190 CHF
Air Jordan;Air Jordan 1 Mid Dark Teal;215 CHF
Nike;Air Max 1 Crepe Soft Grey;150 CHF
Air Jordan;Air Jordan 1 Mid Sonics;245 CHF
Nike;Air Max Plus Blue Gradient;270 CHF
Nike;SB Dunk Low Pro Why So Sad?;370 CHF
Air Jordan;Air Jordan 4 Retro A Ma Maniére Violet Ore;185 CHF
Nike;Air Trainer 1 SP Travis Scott Wheat;140 CHF
Air Jordan;Air Jordan 1 Mid Strawberries And Cream;200 CHF
New Balance;550 White Pink;175 CHF
Air Jordan;Air Jordan 4 Retro Messy Room;140 CHF
Adidas;Handball Spezial Black Yellow;170 CHF
New Balance;2002R Calm Taupe;150 CHF
Nike;Dunk Low SE Prism Pink;190 CHF
Air Jordan;Air Jordan 11 Retro Low Pure Violet;180 CHF
Nike;Dunk Low Easter (2022);370 CHF
Nike;LD Waffle Sacai Fragment Blue Void;355 CHF
Adidas;Yeezy Boost 350 V2 Black Red;260 CHF
Nike;Air Max Plus Sail Pure Platinum Silver;170 CHF
New Balance;2002R Reflection Sea Salt;235 CHF
Adidas;Yeezy Foam RNNR Onyx;140 CHF
Nike;NikeCraft General Purpose Shoe Tom Sachs Field Brown;160 CHF
Nike;Dunk Low Ivory Hyper Royal;135 CHF
Nike;Dunk Low QS LeBron James Fruity Pebbles;180 CHF
New Balance;2002R Navy Eclipse;150 CHF
Air Jordan;Air Jordan 1 Low Bulls;
Nike;Dunk Low Ocean;160 CHF
Adidas;Gazelle Bold Grey White;175 CHF
Adidas;Gazelle Aluminum Collegiate Burgundy;535 CHF
Nike;Air Max 95 SP Corteiz Sequoia;140 CHF
Nike;Dunk Low PRM Halloween (2021);155 CHF
Nike;Dunk Low Stencil Swoosh;190 CHF
Nike;Dunk Low Clear Swoosh;360 CHF
Adidas;Yeezy Boost 350 V2 Beluga Reflective;240 CHF
Adidas;Forum Low Bad Bunny White;175 CHF
Air Jordan;Air Jordan 1 Mid SE Light Olive;380 CHF
Nike;Air Max 95 SP Corteiz Aegean Storm;160 CHF
Air Jordan;Air Jordan 1 Mid SE Warped Swoosh;145 CHF
Nike;Air Force 1 Low '07 Triple Black;335 CHF
Adidas;Yeezy 700 Utility Black;170 CHF
Adidas;Gazelle Bold Pulse Mint Pink;120 CHF
Nike;Dunk Low Two-Toned Grey Enfant (PS);180 CHF
Air Jordan;Air Jordan 1 Low Unity;230 CHF
New Balance;2002R Protection Pack Mirage Grey;190 CHF
Air Jordan;Air Jordan 1 Mid Light Mulberry;245 CHF
Adidas;Samba Wales Bonner Ecrtin Brown;210 CHF
Nike;Zoom Vomero 5 Wheat Grass Cacao Wow;145 CHF
Air Jordan;Air Jordan 1 Low Triple White (2022);220 CHF
New Balance;9060 Dark Brown;295 CHF
Nike;Dunk Low Union Passport Pack Argon;445 CHF
Nike;Vaporwaffle Sacai Dark Iris;200 CHF
Adidas;Forum Low The Grinch;225 CHF
Air Jordan;Air Jordan 1 High OG Gorge Green;255 CHF
Nike;Air Max Plus A-COLD-WALL Platinum Tint;300 CHF
Air Jordan;Air Jordan 1 Retro High OG Union Bephie's Beauty Supply Wolf Grey;330 CHF
Adidas;Samba Wales Bonner Silver;225 CHF
New Balance;9060 Navy White;175 CHF
Nike;Air Force 1 Low Stencil Swoosh;190 CHF
Nike;SB Dunk Low OG Ebay Sandy Bodecker;195 CHF
Nike;Zoom Vomero 5 Cobblestone;160 CHF
Nike;Air Force 1 Low Pixel White;220 CHF
Nike;Air Max 1 '86 Big Bubble Obsidian;100 CHF
Nike;Dunk Low Two-Toned Grey Bébé (TD);230 CHF
New Balance;2002R Protection Pack Dark Navy;140 CHF
Nike;Dunk Low NBA 75th Anniversary Chicago Bulls;295 CHF
Adidas;Yeezy 700 Analog;
Nike;Shox MR4 Martine Rose Scuba Blue;335 CHF
Nike;SB Dunk Low Los Angeles Dodgers;260 CHF
Air Jordan;Air Jordan 1 Mid White Metallic Gold;165 CHF
Air Jordan;Air Jordan 1 Low SE Gold Toe;185 CHF
Nike;Dunk Low Cracked Orange;165 CHF
New Balance;530 White Calm Taupe;185 CHF
Nike;SB Dunk Low Neckface;175 CHF
Air Jordan;Air Jordan 3 OG Fire Red ;170 CHF
Air Jordan;Air Jordan 1 Mid Gym Red Black White;145 CHF
Adidas;Handball Spezial Light Blue;0 CHF
Nike;Air Force 1 LXX Vachetta Tan;135 CHF
Nike;Air Force 1 Low Volt;130 CHF
Nike;Dunk Low Next Nature Light Curry;320 CHF
Air Jordan;Air Jordan 1 High OG Rebellionaire;135 CHF
